hsk3.0	traditional	simplified	pinyin	translation
3	事業	事业	shìyè	proposition, task, pidgin, institution, undertaking, deed, facilities, life history, endeavour, endeavor, cause, career, project, action, enterprise
3	試題	试题	shì tí	exam question, test topic
3	試驗	试验	shìyàn	test, experiment
3	適合	适合	shìhé	qualify, conform, fit, go, befit, quadrate, will, accord, tailor, beseem, serve, comport, gee, answer, become, fit_in, service, pertain, like, accommodate, agree, belong, characterize, make, suit, match
3	適應	适应	shìyìng	be accustomed to, conform, be used to, fit, humor, gear, orient, phase, adjust, accommodate, be accustomed, be inure to, get used to, adaptation, adapt, suit
3	適用	适用	shìyòng	applicable, lend oneself, apply, be applicable, suit
3	室	室	shì	surname Shi, room, work unit, grave, scabbard, family or clan, one of the 28 constellations of Chinese astronomy
3	收費	收费	shōufèi	collect fees, charge
3	收看	收看	shōukàn	watch, tune in, watch (e.g., receive, look in, watch (e.g., TV), tune into, TV)
3	收聽	收听	shoū tīng	to listen (to), to listen (in)
3	收音機	收音机	shoū yīn jī	radio, CL:臺|台[tai2]
3	手續	手续	shǒuxù	formality, procedures, formalities, procedure
3	手指	手指	shǒuzhǐ	finger
3	首都	首都	shǒudū	capital (of country)
3	首先	首先	shoǔ xiān	first (of all), in the first place
3	受	受	shòu	passive signifier
3	受傷	受伤	shòushāng	injure, bruise, injured, be wounded, crush, hurt, sustain an injury, be injured, wounded, maimed, wound
3	書架	书架	shū jià	bookshelf, CL:個|个[ge4]
3	輸	输	shū	lose, be defeated
3	輸入	输入	shūrù	import, input
3	熟人	熟人	shú rén	acquaintance, friend
3	屬	属	shǔ	belong, be born in the year of, belong to, be subordinate to, be
3	屬於	属于	shǔyū	fall under, be part of, pertain, appertain, belong, relegate, fall into, belong_to, fall_under, reside, belong to, attach
3	束	束	shù	surname Shu, to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control
3	數量	数量	shùliàng	magnitude, scalar, aggregate, deal, measure, numerical quantity, measurement, sum, worth, amount, quantity, number
3	雙	双	shuāng	m.[general]
3	雙方	双方	shuāngfāng	both, the two parties, two parties, both sides
3	思想	思想	sīxiǎng	cogitation, mentation, imagery, imaging, lunatic_fringe, mental imagery, idea, thinking, imagination, ideology, thought, pensee, ideological
3	死	死	sǐ	die
3	速度	速度	sùdù	pacing, wings, rate, quickness, fastness, velocity, swiftness, lick, pace, rapidity, speed, career, tempo
3	隨	随	suí	v.2 right after v.1
3	所	所	suǒ	that which
3	所長	所长	suǒzhǎng	head of an institute/etc.
3	台	台	tái	short for Taiwan
3	談	谈	tán	talk, chat
3	談話	谈话	tánhuà	talk, speech
3	談判	谈判	tánpàn	negociate, treat, talks, negotiation, negotiate, talk terms, parley, palaver, negotiations, imparl
3	湯	汤	tāng	hot/boiling water, hot springs, soup, broth
3	糖	糖	táng	refined sugar, carob bar, negus, sugar, candy, carbohydrate, sweets
3	特色	特色	tèsè	motif, a character, a characteristic, manner, trait, differentiation, flavor, colour, singularity, distinction, characteristic, hue, stripe, physiognomy, a distinguishing feature, idiom, specialty, character, difference, particular, distinguishing feature, distinguishing feature/quality, salience, coloration, distinguishing quality, specific, feature, peculiarity, artistic st
3	提前	提前	tíqián	counter, foresee, shift to an earlier date, set ahead, advance date, advanced, advancement, move up, anticipate, advance, forestall
3	提問	提问	tí wèn	to question, to quiz, to grill
3	題目	题目	tímù	exam questions, head, lemma, theme, thesis, examination questions, question, text, title, ground, subject, topic, exercise problems, chapter, caption, rubric, heading
3	體會	体会	tǐhuì	know/learn from experience, realize
3	體現	体现	tǐ xiàn	to embody, to reflect, to incarnate
3	體驗	体验	tǐyàn	learn through practice/experience
3	天空	天空	tiānkōng	firmament, heavenly, empyrean, heavens, welkin, blue, canopy, cloud, the heavens, vault, air, sky, the sky, Aether, wild blue yonder, blue air, heaven, blue sky, space
3	甜	甜	tián	sweet, agreeable
3	調整	调整	tiáozhěng	adjust, readjust, regulate, restructure, balance
3	跳	跳	tiào	ricochet, make omissions, sell grain, vault, hop, bounce, bound, omission, omit, palpitate, move up and down, skip over, beat, take, spring, skip, dance, hurdle, skip (over), jump, leap
3	跳高	跳高	tiào gāo	high jump (athletics)
3	跳舞	跳舞	tiàowǔ	hop, trip the light fantastic, trip, cakewalk, dancing, dance, saltate, hoof, step
3	跳遠	跳远	tiào yuǎn	long jump (athletics)
3	鐵	铁	tiě	shovel, smoothing iron, iron, ferrous, arms, Surname, Fe, ferrum, spade, weapon
3	鐵路	铁路	tiělù	rails, railroad track, loop-line, rail, Pullman, railway, road, couchette, chemmy, railroad
3	聽力	听力	tīng lì	hearing, listening ability
3	聽眾	听众	tīngzhòng	auditor, listener, hearer, audience, auditory, gallery, listeners
3	停止	停止	tíngzhǐ	cease, flunk, desist, pass, suspend, stint, pass_off, break_up, stash, cut, stay, cessation, adjourn, rain_out, give, detain, blow_over, seize, give up, balk, cheese, abstain, refrain, knock_off, rest, abandon, break, knock off, drop, go, tie_up, stop, interdict, strike, lay_off, stow, cut off, discontinue, pause, leave_off, leave off, set aside, give_out, cut_out, give_up, delay, quit, cut out
3	通常	通常	tōngcháng	normal, commonly, customarily, more often than not, general, usual, on average, as a rule, ordinarily, mostly, as usual, typically, generally, normally, by and large, unremarkably, on the average, usually
3	通信	通信	tōngxìn	communicate by letter, correspond
3	同意	同意	tóngyì	agree, consent, approve
3	痛	痛	tòng	ache, pain
3	痛苦	痛苦	tòngkǔ	be painful; pain
3	頭	头	tóu	head, hair (style), top/end of sth., chief
3	頭腦	头脑	tóunǎo	pericranium, leader, head, noggin, brain, brains, main threads, clue, nous, loaf, bean, psyche, headpiece, mind, pate, skull
3	突出	突出	túchū	outstanding
3	突然	突然	túrán	suddenly, presto, unexpectedly, abruptly, at once, all_at_once, all together, all of a sudden, all at once
3	圖	图	tú	picture, drawing, chart, map
3	圖畫	图画	tú huà	drawing, picture
3	土	土	tǔ	soil, earth, clay, land
3	團	团	tuán	m.[proximation]
3	團結	团结	tuánjié	unite, rally
3	團體	团体	tuántǐ	fraternity, sect, phalanx, collective, body, group, sodality, element, organisation, corporation, confession, college, establishment, brotherhood, community, organization, squad, union, administration, society, army, commonwealth, consort, company, lineup, combine, governance, clan, combination, fellowship, organizational, bloc, team, party, connection, family, brass, squadron
3	推動	推动	tuīdòng	push forward, promote
3	推廣	推广	tuīguǎng	popularize, spread, extend
3	推進	推进	tuī jìn	to impel, to carry forward, to push on, to advance, to drive forward
3	推開	推开	tuī kāi	to push open (a gate etc), to push away, to reject, to decline
3	退	退	tuì	retreat, retire, decline, ebb
3	退出	退出	tuìchū	withdraw from, quit
3	退休	退休	tuìxiū	to retire, to go into retirement, to step down
3	外交	外交	wàijiāo	diplomatics, diplomatic negotiations, diplomacy, nonintervention, diplomatism, diplomatic, foreign affairs
3	外面	外面	wàimiàn	surface, outward appearance, without, outside, exterior
3	外文	外文	wài wén	foreign language (written)
3	完美	完美	wánměi	perfect, consummate
3	完善	完善	wánshàn	perfect, consummate
3	完整	完整	wánzhěng	complete, integrated, intact
3	玩具	玩具	wánjù	yo-yo, bauble, plaything, toy, teether, knickknack
3	往往	往往	wǎngwǎng	oftentimes, ofttimes, always, more often than not, frequently, oft, often
3	危害	危害	wēi hài	to jeopardize, to harm, to endanger, harmful effect, damage, CL:個|个[ge4]
3	危險	危险	wéixiǎn	dangerous, perilous
3	為	为	wéi	by
3	圍	围	wéi	surname Wei, to encircle, to surround, all around, to wear by wrapping around (scarf, shawl)
3	偉大	伟大	wěidà	great, mighty
3	衛生	卫生	wèishēng	hygiene, health, sanitation
3	衛生間	卫生间	wèi shēng jiān	bathroom, toilet, WC, CL:間|间[jian1]
3	為了	为了	wèi le	in order to, for the purpose of, so as to
3	溫暖	温暖	wēnnuǎn	warm
3	文化	文化	wénhuà	civilization, literacy, acculturation, Kultur, vandalism, cultural, education, schooling, culture
3	文件	文件	wénjiàn	page, documental, archive, writ, documents, data file, paper, document, judicial writ, literature, circular, documentation, portfolio, archives, file, written document, papers
3	文明	文明	wénmíng	civilization, culture
3	文學	文学	wénxué	literary, philology, letters, letter, literature
3	文章	文章	wénzhāng	nonsense, hidden meaning, writing, hidden, written material, article, implied meaning, essay, writings, literary works, patch, hidden/implied meaning
3	文字	文字	wénzì	writing, phraseology, writing style, language, endearment, script, written language, text, writing phraseology, writing style/phraseology, character, textual, characters, symbolic representation, version, word-sign, literal, letter, word, literalness
3	握手	握手	wò shoǔ	to shake hands
3	屋子	屋子	wūzi5	room, house
3	武器	武器	wǔqì	enginery, steel, arming, armament, weapons system, hardware, armored, armature, munition, weaponry, artillery, implements of war, armory, arms, ammunition, armor, weapon, arm, armoring
3	武術	武术	wǔ shù	military skill or technique (in former times), all kinds of martial art sports (some claiming spiritual development), self-defense, tradition of choreographed fights from opera and film (recent usage), also called kungfu 功夫, CL:種|种[zhong3]
3	舞台	舞台	wǔtái	board, arena, bandstand, stage, proscenium, boards
3	西部	西部	xībù	western part, West, westward, west, the west
3	希望	希望	xīwàng	hope, wish
3	係	系	xì	be
3	下來	下来	xiàlái	come down from a higher place
3	下面	下面	xiàmiàn	next, lower level, underside, following, underneath, subordinate, undersurface
3	下去	下去	xiàqù	go on, continue, go down, descend, take_up, descent
3	先進	先进	xiānjìn	advance
3	顯得	显得	xiǎnde	seem, look, appear
3	顯然	显然	xiǎnrán	evidently, manifestly, clear, visibly, plainly, plain, distinctly, clearly, patently, apparently, obviously
3	顯示	显示	xiǎnshì	demonstrate, argue, exhibit, prove, display, show, illustrate, manifest, demonstration, announce, stamp, unroll, witness, write, give, evince, dangle, betray, bespeak, say, profess, develop, indicate, signal, flaunt, read, register, manifestation, speak, reveal, evidence, tell, shew, proclaim, discover, stage, bear, establish, record, prognosticate, betoken, note, signalize
3	現場	现场	xiànchǎng	scene (of an incident), location, site, locale, scene of a crime, locality, live, scene, spot, field
3	現代	现代	xiàndài	modern
3	現金	现金	xiànjīn	quids, rhino, clink, ready, cash reserve in bank, dough, dust, ducat, kale, cash, blunt, till, ready money
3	現實	现实	xiànshí	reality, actuality
3	現象	现象	xiànxiàng	phenomenon, phenomenal, appearance
3	線	线	xiàn	thread, string, wire
3	相比	相比	xiāngbǐ	liken, equate, compare, comparison
3	相當	相当	xiāngdāng	quite, fairly, considerably
3	相關	相关	xiāngguān	cognate, relational, interrelate, associated, be interrelated, relevant, related, be mutually related
3	相互	相互	xiānghù	each other, mutually, one another, in return, reciprocally
3	相似	相似	xiāngsì	resemblance, alike, be alike, be similar/alike, match, be similar, resemble
3	香	香	xiāng	fragrant, scented, savory, appetizing, popular, welcome
3	香蕉	香蕉	xiāngjiāo	banana
3	消費	消费	xiāofèi	expenditure
3	消失	消失	xiāoshī	disappear, vanish, dissolve
3	消息	消息	xiāoxí	communication, witting, message, item, news, peep, info, intelligence, notice, information, advertisement, tidings, advert, word
3	效果	效果	xiàoguǒ	operation, execution, result, effect, background, sound effects, purpose, point, background signal, fruitage, outcome, force, punch
3	寫作	写作	xiězuò	writing
3	血	血	xiě	claret, blood, hematic, lifeline, lifeblood, sap
3	心	心	xīn	heart, mind, feeling, center, core
3	信	信	xìn	letter, mail, message
3	信封	信封	xìn fēng	envelope, CL:個|个[ge4]
3	信任	信任	xìnrèn	trust, have confidence in
3	行李	行李	xínglǐ	clobber, impedimenta, dunnage, luggage, baggage
3	形成	形成	xíngchéng	take shape, form
3	形式	形式	xíngshì	circumstance, form, kind, modality, reading, interpretation, variety, shape, embodiment, species, mode, version, sort
3	形象	形象	xíngxiàng	imagery, figure, form, picture, persona, image
3	形狀	形状	xíngzhuàng	set, figuration, physiognomy, form, appearance, shape
3	幸福	幸福	xìngfú	happy
3	幸運	幸运	xìngyùn	very fortunate, lucky
3	性	性	xìng	nature, character, sex, gender
3	性別	性别	xìngbié	sexuality, grammatical gender, sexual distinction, sex, gender
3	性格	性格	xìnggé	fibre, make-up, mettle, humor, nature, complexion, capacity, mentality, mould, mold, being, streak, temperament, personality, character, fiber, disposition, strain, makeup, make
3	修	修	xiū	embellish, decorate, repair, mend, overhaul, build, construct, trim, prune
3	修改	修改	xiūgǎi	revise, amend, alter
3	需求	需求	xūqiú	need, requisition, demand, want, desiderative, requirement, call
3	需要	需要	xūyào	need, want, require, demand
3	宣布	宣布	xuānbù	declare, proclaim, announce
3	宣傳	宣传	xuānchuán	propagandist, publicist
3	選手	选手	xuǎnshǒu	participant, basketeer, athlete selected for a sports meet, basketball player, jock, contestant, cap, cager, athlete, player, champ, performer, player selected as contestant
